EXPEDIENTE,FECHA DE INGRESO,FECHA DE CIERRE,TIPO DE CONCILIACIÓN,ESTADO PROCESAL,PROVEEDOR,NOMBRE COMERCIAL,GIRO,SECTOR,ODECO,ESTADO,TIPO DE RECLAMACIÓN,MOTIVO DE RECLAMACIÓN,COSTO BIEN O SERVICIO,MONTO RECLAMADO,MONTO RECUPERADO,PROCEDIMIENTO,BIEN O SERVICIO,MEDIO DE INGRESO,TIPO PRODUCTO,MODALIDAD DE COMPRA,MODALIDAD PAGO,PROBLEMA ESPECIAL
PFC.H.A.2/000216-2022,01/12/22,01/25/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,910.01,0.00,1000,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,No problema especial
PFC.H.A.2/000217-2022,01/12/22,01/28/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,499.00,0.00,1194,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000218-2022,01/12/22,01/26/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1299.00,12999.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000219-2022,01/12/22,02/16/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,200.00,299.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000220-2022,01/12/22,03/14/22,Turnada a Concil Medios Elec.,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,5500.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000221-2022,01/12/22,02/15/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,249.00,200.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000222-2022,01/12/22,02/08/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Negativa a corregir errores,969.00,0.00,1225.69,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000223-2022,01/13/22,02/22/22,Turnada a Concil Medios Elec.,No Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,520.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia
PFC.H.A.2/000224-2022,01/13/22,01/19/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,DESBLOQUEO,Negativa a la entrega,0.00,0.00,0,Conciliación medios electrónic,Bien,Internet,Producto usado,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000225-2022,01/13/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,385.00,00.0,112,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/000226-2022,01/13/22,02/14/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,3315.88,0.00,1538.56,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000227-2022,01/13/22,02/04/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,269.00,2031.00,967,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000228-2022,01/13/22,02/01/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,369.00,00,3520,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000229-2022,01/13/22,02/01/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,61582.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,-,No problema especial
PFC.H.A.2/000230-2022,01/13/22,01/19/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1299.00,1299.0,1299,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000231-2022,01/13/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1299.00,0.00,0,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,Contado,No problema especial
PFC.H.A.2/000232-2022,01/13/22,02/04/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1386.00,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/000233-2022,01/13/22,02/01/22,Turnada a Concil Medios Elec.,Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,30499.00,100.00,6000,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/000234-2022,01/13/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,0.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000235-2022,01/14/22,02/01/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,8799.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000236-2022,01/14/22,02/01/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,499.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,Uso de internet/datos
PFC.H.A.2/000237-2022,01/14/22,02/01/22,Turnada a Concil Medios Elec.,Desistimiento,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1249.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/000238-2022,01/14/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,800.00,200.00,1850,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Television
PFC.H.A.2/000239-2022,01/14/22,02/02/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,370.00,370.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000240-2022,01/14/22,02/16/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,8000.00,8000.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,Telefonia Movil
PFC.H.A.2/000241-2022,01/14/22,03/23/22,Turnada a Concil Medios Elec.,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,150.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000242-2022,01/14/22,03/30/22,Turnada a Concil Medios Elec.,No Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,479.00,100.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/000243-2022,01/14/22,01/28/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,18849.35,0.00,18849.35,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000244-2022,01/14/22,06/16/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,499.00,499.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000245-2022,01/14/22,01/27/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,1299.00,00,1558,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/000246-2022,01/14/22,02/04/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,97.00,97.00 ,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000247-2022,01/14/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,199.00,200.00,200,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000248-2022,01/14/22,02/08/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,4889.52,4889.0,3192,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000249-2022,01/14/22,01/21/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1299.00,1299.00,1299,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000250-2022,01/14/22,02/14/22,Turnada a Concil Medios Elec.,No Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,25000.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000251-2022,01/14/22,02/03/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,699.00,0.00,1398,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000252-2022,01/14/22,01/28/22,Turnada a Concil Medios Elec.,Desistimiento,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,0.00,0.00,0,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,-,No problema especial
PFC.H.A.2/000253-2022,01/17/22,02/04/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,0.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000254-2022,01/17/22,01/24/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,1077.00,0,453,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/000255-2022,01/17/22,01/24/22,Turnada a Concil Medios Elec.,Improcedente,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,239.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000256-2022,01/17/22,02/11/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,669.00,0.00,656,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Contado,No problema especial
PFC.H.A.2/000257-2022,01/17/22,02/01/22,Turnada a Concil Medios Elec.,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,2200.00,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000258-2022,01/17/22,01/28/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,110.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/000259-2022,01/17/22,02/28/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,3605.00,0.00,844.08,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Contado,No problema especial
PFC.H.A.2/000260-2022,01/17/22,02/25/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,12999.00,0.00,12999,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,Contado,Telefonia Movil
PFC.H.A.2/000261-2022,01/17/22,02/02/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,3034.00,100.00,730.47,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/000262-2022,01/17/22,01/26/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1299.98,0.00,1299,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000263-2022,01/17/22,03/01/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,500.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/000264-2022,01/17/22,01/26/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1299.00,0.00,0,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,Plazos,Telefonia Movil
PFC.H.A.2/000265-2022,01/17/22,01/26/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1250.00,0,150,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Television
